name,price,depreciation,mileage,eng_cap,power,reg_date,coe_left,owners,omv,arf,accessories,new_name
Suzuki Swift Mild Hybrid 1.2A RS,87800,12920,28000,1242,69,21-Aug-20,6.41,1,19737,9737,"Keyless entry/start, Bluetooth, lane departure warning, adaptive cruise control, auto headlamps, LED DRL, auto climate control.",Suzuki Swift Mild Hybrid
Mitsubishi Attrage 1.2A Sports,53800,12960,87000,1193,59,7-Mar-18,3.95,1,13760,5000,"Leather seat, sport rims, original headunit, reverse sensor and camera, fog light.",Mitsubishi Attrage (2014-2022)
Honda Shuttle 1.5A G LED,69800,15560,58000,1496,97,1-Jun-18,4.19,1,19068,9068,"Leather seats, sport rims, 10 inch Android player, reverse sensor and reverse camera.",Honda Shuttle (2015)
Honda Civic 1.6A VTi,66800,15080,58648,1597,92,2-Jan-18,3.78,2,19536,19536,"18"" sport rims, leather seats, digital speedo meter, audio w/ bt/multi steering function/ reverse camera+sensors, rear aircon vent, parking hold brake",Honda Civic (2016-2021)
Mazda 5 2.0A Sunroof,54000,13960,104600,1998,111,25-May-17,3.17,1,19442,19442,Dual sliding doors. Sunroof. Rear aircon. Reverse camera and sensor. Auto dimming rear view mirror.,Mazda 5 (2012-2018)
BMW 2 Series 216d Gran Tourer,58800,17740,84200,1496,85,31-Oct-16,2.61,1,30775,25085,"Factory fitted audio system with Bluetooth/navi, reverse camera, sports rims, contactless boot release tailgate, memory seats, sport/eco modes & more.",BMW 2 Series Gran Tourer Diesel
Subaru Forester 2.0i-L Sunroof,59800,16610,149000,1995,110,18-May-17,3.07,2,14835,14835,"Dual electric leather seats, Sunroof, keyless entry/start/stop, multi function steering control, reverse camera and sensors.",Subaru Forester (2013-2019)
Subaru Forester 2.0i-S EyeSight Sunroof,114999,17860,75000,1995,115,26-Feb-20,5.92,1,18058,18058,Auto Brake Hold. Steering Responsive Headlights. Electric Parking Brake. 360 Camera View. Electric Memory Seats. Electric Tailgate.,Subaru Forester (2018-2023)
Toyota Prius Hybrid 1.8A,44800,18960,67220,1798,90,16-Mar-16,0.97,1,37497,14496,"Leather seats, Bluetooth, reverse camera/sensors, retractable mirrors, eco/normal/power driving mode.",Toyota Prius Hybrid (2016-2019)
Mercedes-Benz S-Class S320L Sunroof,223800,34940,57000,2996,200,7-Aug-18,4.37,1,94253,141656,"Burmester Sound System, Reverse Camera, Adjustable Rear Seats, Memory Seats, Parktronic, Auto Tailgate.",Mercedes-Benz S-Class (2013-2021)
Mazda 6 2.5A,19800,18450,98000,2488,138,20-Oct-14,0.57,3,22333,18267,"Leather Seats, Sports Rims, In Car Camera, Factory Fitted Audio System, Dual Electric Memory Seats And Dual Folding Mirrors.",Mazda 6 Sedan (2013-2018)
Subaru Impreza 4D 1.6i-S Sunroof,55800,13540,99983,1600,84,15-Nov-17,3.65,3,12759,12759,"AWD,Factory Fitted Audio System With Apple/Android CarPlay, Bluetooth, Reverse Camera/sensor, Sunroof, Blind Spot Assist, Electric Seat,Cruise Control",Subaru Impreza 4D (2017-2021)
Hyundai Avante 1.6A GLS S,75800,13570,97000,1591,93,9-Apr-19,5.05,1,14555,14555,"Sport rims, touch screen audio sound system, leather seats, reverse sensors/cam, a retractable side mirrors, auto headlight, knockdown rear seats.",Hyundai Elantra (2016-2018)
Honda HR-V 1.5A DX,72800,15590,58000,1496,96,12-Apr-18,4.05,1,19096,19096,"LED headlights, leather seat, sports rims, factory DVD/unit/BT/rev camera/sensor, auto retractable side mirrors.",Honda HR-V (2015-2021)
Honda Jazz 1.5A RS,73800,15170,68000,1498,96,13-Jul-18,4.3,1,16882,16882,"Factory touchscreen audio, Bluetooth/AUX, reverse camera/sensor, leather interior, multi-function steering wheel, spacious interior and boot.",Honda Jazz (2014-2021)
Honda Jazz 1.5A RS,69800,15220,66000,1498,96,3-Apr-18,4.03,1,16853,16853,"Sports rims, leather seat, factory fitted touchscreen audio system, keyless entry/start, knockdown rear seat, retractable side mirror, reverse camera.",Honda Jazz (2014-2021)
Mercedes-Benz CLA-Class CLA180 AMG Line,114800,19610,56300,1595,90,5-Apr-19,5.04,2,28574,32004,"Sports seats, original sport rims, original headunit, reverse sensor and camera, blind spot assist.",Mercedes-Benz CLA-Class (2013-2019)
Honda Jazz 1.3A,67800,14010,60600,1318,73,9-Nov-18,4.63,1,15689,5689,"Sport rims, leather seat, factory fitted audio system with Bluetooth, electric folding side mirrors, knockdown rear seats, reverse sensors and camera.",Honda Jazz (2014-2021)
Kia Carens Diesel 1.7A Sunroof,47800,16480,110000,1685,104,30-Jun-16,2.27,1,24084,20718,"16 ""rims, keyless entry/start, auto headlamps, LED DRL, auto rain sensors, front ventilated seats, front/rear sensors, auto retractable side mirrors",Kia Carens Diesel (2016-2018)
Porsche Boxster 2.9A PDK ,142888,18770,89000,2893,188,7-Mar-12,7.61,4,68256,68256,"19"" sports rims, sports chrono, retractable spoiler, leather seats, reverse sensors, sports seats, enhanced speakers for awesome music and bass.",Porsche Boxster (2005-2012)
Toyota Premio 1.5A F ,53800,10750,149334,1496,81,23-Mar-09,5,3,18500,18500,Factory Fitted,Toyota Allion (2007-2012)
Honda Civic 1.6A VTi,57800,15980,99745,1597,92,7-Mar-17,2.95,2,20818,21146,"Sports rims, keyless entry start stop. Auto climatic aircon. Touchscreen Bluetooth player & reverse camera/sensors.",Honda Civic (2016-2021)
Honda Fit 1.3A G F-Package ,69800,12100,43000,1317,73,3-Oct-19,5.53,1,15689,5689,"Reliable and fuel efficient 1.3L Earth Dreams I-VTEC engine, CVT gearbox, procuring 98bhp, 119 Nm. Eco mode & auto start/stop, giving up to 24.6 km/l. View specs of the Honda Fit 2017 (2013)",OPC Schemes
Volkswagen Golf 1.2A TSI,46300,14520,72381,1197,81,17-Feb-17,2.9,1,18160,8160,All vehicles have gone through a rigorous 160 point inspection to ensure full transparency of the condition of the vehicle. Enquire to find out more!,Volkswagen Golf (2012-2021)
Subaru Forester 2.0i-L Sunroof,54800,15860,82000,1995,110,20-Mar-17,2.99,2,14721,14721,"Dual electric seats, auto headlights/wipers, keyless entry/start, leather seats, reverse camera and sensors.",Subaru Forester (2013-2019)
Volkswagen Golf 1.4A TSI EQP Sunroof,48000,15000,123757,1395,92,29-Nov-16,2.68,1,23827,15358,All vehicles have gone through a rigorous 160 point inspection to ensure full transparency of the condition of the vehicle. Enquire to find out more!,Volkswagen Golf (2012-2021)
Honda Shuttle 1.5A G Honda Sensing,99800,13700,26600,1496,95,26-Apr-21,7.01,1,20128,5180,"Leather upholstery, new sport rims, reverse camera, retractable side mirrors with indicators and knockdown rear seats",Honda Shuttle (2015)
Mercedes-Benz GLA-Class GLA180 Urban Edition,122800,18530,31300,1595,90,7-Jan-20,5.79,1,27705,30787,"Carplay/Android Auto, reverse camera, collision prevention assist, keyless start, Bluetooth, cruise control, electric seats, auto tailgate.",Mercedes-Benz GLA-Class (2014-2020)
Mercedes-Benz B-Class B180 ,66800,13350,110000,1595,90,24-Apr-14,5,2,24412,16177,"Electric seat, Reverse camera/sensors, dual climatic aircon, Auto Head Lights.",Mercedes-Benz B-Class (2012-2019)
Toyota Harrier Turbo 2.0A M,143800,19830,23000,1998,170,3-Aug-20,6.36,2,30808,35132,"Electric tailgate, Keyless Entry, Electric Seat, Cruise Control, Fog Lights, Touchscreen Player With BT, Perforated Leather Seats, Reverse Cam/sensors",Toyota Harrier
Volkswagen Golf GTI 5DR Sunroof ,154800,15470,144000,1984,162,17-Nov-14,10,2,34036,34651,"Stage 3 Tuned, Sport Rims, Paddle Shifter, Sunroof, LED Headlights, Multi Function Steering, Electric Seats, Keyless Entry/start/stop.",Volkswagen Golf (2012-2021)
Porsche 911 Carrera S Coupe 3.0A PDK,552800,74950,14500,2981,331,12-Feb-20,5.89,2,138799,221839,"Sports Chrono Package, Sports Exhaust, PASM, GT Sports Steering, Electric 14-way Memory Seats, Park Assist, Rear-axle Steering, Apple Carplay.",Porsche 911 (2008-2012)
Maserati Ghibli 3.0A,128800,31850,23000,2979,243,6-Apr-16,2.04,2,86530,127754,"Keyless entry/start, navigation with Bluetooth, paddle shifters, electric/memory seats, cruise control, Alcantara roof lining,reverse camera w/sensors",Maserati Ghibli (2013)
BMW 4 Series 420i Gran Coupe M-Sport,121800,20910,71000,1998,135,13-Sep-18,4.47,1,45907,56270,"M-Sport Steering Wheel, M-Sport Full Body Kit, M-Sport Front And Rear Brakes, Keyless Start/entry, Comfort Access Boot Release, BMW IDrive System.",BMW 4 Series Gran Coupe (2014-2020)
BMW 2 Series 216d Gran Tourer Luxury,68800,16900,122000,1496,85,11-Jul-17,3.3,1,31438,26014,"Luxury model! Roof rack, electric memory seats, reverse camera with PDC display, kick open/close tailgate, wood trim, ambient lights. Rear a/c!",BMW 2 Series Gran Tourer Diesel (2015-2017)
Kia Stonic 1.0T SX Sunroof,76800,13760,77000,998,88,21-Jun-19,5.25,2,19117,9117,"Sunroof, leather seats, 17"" sports rims, factory fitted 7"" audio system, solar film, reverse sensors/camera, fog lights, keyless entry.",Kia Stonic (2018-2022)
Mercedes-Benz CLA-Class CLA180 Urban,99000,18840,113300,1595,90,10-Aug-18,4.38,1,29059,32683,All vehicles have gone through a rigorous 160 point inspection to ensure full transparency of the condition of the vehicle. Enquire to find out more!,Mercedes-Benz CLA-Class (2013-2019)
Toyota Harrier Turbo 2.0A M,130800,19210,84000,1998,170,11-Feb-20,5.89,1,30808,35132,"Keyless entry/start, Bluetooth, Apple CarPlay electric driver seat, lane keep assist, pre collision warning, rev cam, cruise control, auto tailgate.",Toyota Harrier
BMW 2 Series 216i Active Tourer,122500,16110,56131,1499,80,26-Sep-20,6.51,2,30762,35067,All vehicles have gone through a rigorous 160 point inspection to ensure full transparency of the condition of the vehicle. Enquire to find out more!,BMW 2 Series Active Tourer (2014-2021)
Mercedes-Benz GLC-Class GLC250 Coupe AMG Line 4MATIC,168000,27150,78000,1991,155,25-Feb-19,4.92,2,53469,68245,"Sunroof, multi functional steering wheel, dual electric seats, Bluetooth entertainment system, touchpad, keyless entry and go.",Mercedes-Benz GLC-Class Coupe (2016-2023)
Mercedes-Benz CLA-Class CLA180 ,74200,14830,95000,1595,90,27-May-14,5,2,27461,20446,"Electric memory, leather seats, sports rims, factory fitted audio system, multi function steering control, reverse sensors, retractable side mirrors.",Mercedes-Benz CLA-Class (2013-2019)
BMW Z4 sDrive35i ,104800,15650,160000,2979,225,16-Mar-11,6.69,6,53615,53615,"BC Forged Rims, M-Sport Brake Kit, Upgraded Intercooler, Coilovers, Full Bodykit, HKS Air Filter, JB4 Tuning, Hard Top Convertible Roof.",BMW Z4 (2009-2013)
Audi Q3 1.4A TFSI S-tronic,161800,20200,48000,1395,110,22-Jun-21,7.25,1,27589,30625,"18'' VFL22 Flow Form Rims, Audi Virtual Cockpit, Ambient Lights, 360 Camera, Lane Departure/distance Warning, Auto Hold, Keyless Entry/start.",Audi Q3 (2019-2023)
BMW 1 Series 118i 5DR Highline,112800,16730,57500,1499,103,31-Oct-19,5.61,2,32721,37810,"Apple CarPlay/Android Auto, BMW IDrive 7, Bluetooth, Park Distance Control, Cruise Control, Auto Headlights/rain Sensors BSM.",BMW 1 Series Hatchback (2019)
Citroen Grand C4 SpaceTourer 1.2A PureTech EAT6,85800,15420,79000,1199,96,25-Jan-19,4.84,1,21491,22088,"Keyless Entry/start, LED DRL, 2nd/3rd Row Ac, Nav, Digital Display Cluster, Touchscreen Info Sys, Apple CarPlay/Android, Power Tailgate, Reverse Cam.",Citroen Grand C4 SpaceTourer (2018-2022)
Subaru XV 2.0i-S EyeSight GT Edition,92800,14650,57000,1995,115,14-Jan-20,5.81,2,15160,15160,"GT Sport Rims, GT Bodykit F/B. Reverse camera/sensors, factory fitted audio with audio steering control, bluetooth, retractable side mirrors.",Subaru XV (2017-2023)
Skoda Kodiaq 1.4A TSI Ambition Plus 7-Seater,147800,18850,66000,1395,110,16-Apr-21,7.07,1,26511,29116,"Apple CarPlay/Android Auto, Blind Spot Monitor, Park Assist, Roof Rails, Electric Tailgate, Keyless Entry/start, LED DRL, Reverse Camera/sensors.",SKODA Kodiaq (2018)
Perodua Kenari 1.0A EZ ,36900,9990,118000,989,40,14-Jan-08,3.69,4,5721,3384,"Factory fitted body kit, sports rim, door visors.",Perodua Kenari (2006-2015)
Kia Stonic 1.0T,81800,13450,47505,998,88,6-Jan-20,5.79,2,17745,7745,"Sport rims, leather seats, factory fitted audio system with Apple CarPlay, reverse camera and sensors, keyless ignition, automatic head lights & rain.",Kia Stonic (2018-2022)
Volkswagen Golf GTI 5DR Sunroof ,53800,14670,157823,1984,147,22-Nov-07,3.67,4,31310,34441,"18"" sport rims, factory fitted audio system, paddle shifters, retractable mirrors!",Volkswagen Golf
Mercedes-Benz CLA-Class CLA200 Shooting Brake Urban,75800,18050,110000,1595,115,9-Jun-17,3.21,3,34702,35583,"18"" Rays wheels, Michelin PS5, Apple CP/Android Auto, dual power/mem seats, ambient lighting, auto tailgate, reverse cam, LED DRL, Pioneer subwoofer.",Mercedes-Benz CLA-Class Shooting Brake
Maserati Ghibli S 3.0A Sunroof ,190800,19070,114000,2979,302,22-May-14,10,4,89583,133250,"19"" sport rims, GPS/Bluetooth/audio sound system, 2x electric memory leather seat, auto climatic aircon control, keyless entry/start, reverse camera.",Maserati Ghibli (2013)
Subaru Impreza 4D 1.6i-S Sunroof,48800,13210,169736,1600,84,27-May-17,3.18,1,13646,13646,"AWD, keyless start/stop, reverse camera/sensor, Sunroof, factory fitted audio system with apple/Android carplay, Bluetooth.",Subaru Impreza 4D (2017-2021)
Mercedes-Benz C-Class C180 Avantgarde,94888,20480,97520,1595,115,12-Oct-17,3.55,2,37239,44135,Keyless entry/ start stop. Premium electric leather upholstery. Digital/ analog instrucluster. Upgraded aircon vents. Ambient lighting. Etc.,Mercedes-Benz C-Class Saloon (2014-2018)
Mercedes-Benz A-Class A200 Progressive,131800,18740,30000,1332,120,30-Mar-20,6.02,1,32745,37843,"Navigation, MBUX Multimedia System. 10.25"" Display, 64 Colours Ambient Lighting, Electrical Memory Seats, Cruise Control.",Mercedes-Benz A-Class Hatchback (2018)
Audi Q5 2.0A TFSI Quattro S-tronic Sport S-Line,156800,24310,79000,1984,185,31-Jul-19,5.36,3,43627,53078,"20"" sport rims. Audi virtual cockpit, navigation, smartphone interface, Audi drive select, driver memory seat, power tailgate.",Audi Q5 (2017-2021)
Volvo XC60 T5 2.0A,48800,16750,102500,1969,180,2-Dec-15,0.69,2,34851,40792,"Volvo City Safety, Keyless, Reverse Cam, Electric/memory Seats, Auto Headlights, Cruise Control, Bluetooth, Electric Tailgate, Navigation, IRoad Cam.",Volvo XC60 (2008-2017)
Volvo S90 T6 Inscription Sunroof,113800,22410,71253,1969,235,13-Mar-18,3.97,2,40991,49388,"Leather seats, virtual cockpit, Bluetooth, lane keeping pilot assist, auto start/stop, navigation system, reverse camera, adaptive cruise control",Volvo S90 (2016-2021)
Mercedes-Benz CLA-Class CLA200 Sunroof ,126500,12640,139000,1595,115,24-Mar-14,10,1,29231,22924,"Sunroof, Bi xenon headlights, LED DRL, paddle shifters, multi-function steering wheel, knockdown rear seats, cruise control, electric and memory seats",Mercedes-Benz CLA-Class (2013-2019)
Volkswagen Golf 1.4A TSI EQP Sunroof ,65000,12990,100000,1395,90,23-Jul-14,5,1,22711,8796,"18"" sport rims. Factory fitted audio system. Navigation. Retractable side mirrors. Rear aircon. Sunroof. Electric park brake. All round sensor.",Volkswagen Golf (2012-2021)
Peugeot 3008 1.2A PureTech EAT8 Active Premium,117800,14760,64800,1199,96,27-Apr-21,7.01,1,24339,26075,"Keyless Entry/start/stop, Bluetooth, Reverse Cameras/sensors, Lane Departure, Apple CarPlay/Android Auto, Multi Function Steering.",Peugeot 3008 (2021-2024)
Opel Astra 1.4A Turbo Innovation,99800,12730,52081,1341,107,28-Sep-21,7.51,1,22287,8202,"Multizone aircon, 7 inch factory fitted audio system, Apple CarPlay/Android Auto, multizone aircon, auto parking, sports rims, leather seats.",Opel Astra (2016-2022)
Porsche Macan 2.0A PDK,172888,38040,62000,1984,185,29-Aug-17,3.43,3,62457,84423,"Keyless entry and drive, PCM with navigation and Bluetooth, 14 way comfort memory package, lane keep assist, park assist with reverse camera.",Porsche Macan (2014-2019)
Jaguar E-PACE Mild Hybrid 1.5A SE,166800,20530,50900,1498,118,6-Aug-21,7.37,1,27740,30836,"Wireless Apple CP/Android Auto, Wireless Charging, Keyless Op, Intuitive Pivi Pro System, Paddle Shift, 3D Surround Camera, Electric Seats/tailgate.",Jaguar E-PACE Mild Hybrid (2018-2024)
Audi A3 Sedan 1.0A TFSI S-tronic,65000,15930,103000,999,85,17-Oct-17,3.57,2,24472,16261,"18 inches sport rims, Audi RS big brake kit, Driver electric seat, Leather seat",Audi A3 Sedan (2014-2021)
Toyota Wish 1.8A X,59800,16080,100000,1798,105,28-Apr-17,3.01,2,19955,19955,"Auto Head Lights,electric Folding Side Mirrors, Multi Function Steering Wheel, Keyless Entry, Start Stop, Knockdown Rear Seats, Android Player.",Toyota Wish
Honda Fit 1.3A GF,77800,13560,23000,1317,73,27-Sep-19,5.51,1,16007,6007,"1 owner! Low mileage unit! Sgcarmart 2023 and 2024 Premium Dealer award winner! Buy with confidence! Full loan available, lowest bank and in-house interest rates, in house warranty provided, perfect car condition with no repairs needed! All vehicles undergone workshop 120 point inspection check to be certified road worthy. High trade in value!",Honda Fit 2017 (2013)
Mazda 2 1.5A,47500,13260,27697,1496,85,2-May-17,3.02,1,17523,12523,All vehicles have gone through a rigorous 160 point inspection to ensure full transparency of the condition of the vehicle. Enquire to find out more!,Mazda 2 Sedan (2016-2021)
Honda Civic 1.6A VTi,75500,15550,80220,1597,92,11-Jun-18,4.22,2,19724,19724,All vehicles have gone through a rigorous 160 point inspection to ensure full transparency of the condition of the vehicle. Enquire to find out more!,Honda Civic (2016-2021)
Lexus IS250 ,71800,12790,130000,2500,153,20-Nov-09,5.61,4,38495,38495,"Sport facelift bodykit, Android head unit, multi function steering wheel, reverse sensors, electric leather seats, keyless entry, push start/stop.",Lexus IS250 (2006-2013)
Mercedes-Benz GLA-Class GLA180 Urban Edition,103800,19910,89000,1595,90,21-Aug-18,4.41,2,28410,31774,"Multi function steering wheel,auto head lights,rain sensing wipers, electric memory seats, electric tailgate,original factory fitted audio system.",Mercedes-Benz GLA-Class (2014-2020)
Subaru Forester 2.0A XT Sunroof,64888,16800,99000,1998,177,22-Jul-17,3.33,3,17822,17822,"18"" s/rims, leather seats, Upgraded 10.2"" Android Player With Harman Kardon sound system, multi function steering with cruise control, auto tailgate.",Subaru Forester (2013-2019)
Kia Carens Diesel 1.7A,73777,14630,96000,1685,104,31-Jul-18,4.36,2,20014,20020,"Electric seat, DVD player, LED daytime running lights, electric folding side mirrors, keyless entry and start, cruise control.",Kia Carens Diesel (2016-2018)
BMW 4 Series 420i Gran Coupe Sunroof,45800,21240,128000,1997,135,12-May-15,0.05,4,40214,43300,"Auto head lights, electric folding side mirrors, multi function steering wheel, keyless entry and keyless engine start, driver's electric seats.",BMW 4 Series Gran Coupe (2014-2020)
BMW 4 Series 420i Gran Coupe Sunroof,45800,21240,128000,1997,135,12-May-15,0.05,4,40214,43300,"Auto head lights, electric folding side mirrors, multi function steering wheel, keyless entry and keyless engine start, driver's electric seats.",BMW 4 Series Gran Coupe (2014-2020)
Toyota Raize 1.0A XS,114800,14620,28112,996,72,26-Nov-21,7.67,1,19558,5000,Keyless entry. Push start/stop. Sport rims. Android player with reverse camera and sensors. Toyota safety sense.,Toyota Raize (2020)
BMW X4 xDrive20i xLine,155800,26990,56000,1998,135,26-Dec-18,4.76,2,44601,54442,"XLine Trim, Apple Carplay, 19"" Rims, Comfort Access, GPS, Connected Drive, Cruise Ctrl, Paddle Shift, Contactless Boot Release, PDC W/Reverse Camera.",BMW X4 (2018-2022)
Honda Civic 1.5A VTEC Turbo Sunroof,67888,17280,87488,1498,127,7-Jun-17,3.21,2,27060,24884,"18"" s/rims, leather seats, Upgraded 10"" Android touchscreen infotainment system with GPS/Carplay/Rev.Cam, blind spot assist, TYPE R Aero Kits, DashCam",Honda Civic (2016-2021)
Mercedes-Benz GLE-Class GLE43 AMG 4MATIC,183800,36170,109000,2996,287,13-Sep-17,3.47,1,80056,116101,"Panoramic roof, 4matic AWD, airmatic, sport+ mode, keyless, paddle shift, electronic memory seats. Park assist. Remote boot release, reverse camera.",Mercedes-Benz GLE43
Maserati Levante 3.0A,313800,39280,45000,2979,257,30-Dec-20,6.77,1,68529,95353,"22"" rims, front electric seats with driver memory, contactless boot open/close, air suspension with height adjustment, reverse camera, rear aircon.",Maserati Levante
Toyota Harrier 2.0A Premium Panoramic Roof,86800,18960,125138,1986,111,21-Dec-17,3.74,1,31786,31501,"18"" sport rims. Premium leather upholstery, Pioneer DVD audio system. Panoramic Sunroof. Reverse camera and sensors. Auto headlights. Fog lights.",Toyota Harrier
Kia Cerato 1.6A EX,69688,13490,86000,1591,93,14-Nov-18,4.64,1,13931,13931,"Factory fitted audio system, multifunction steering wheel, reverse camera/sensors, auto retractable side mirrors, leather seats.",Kia Cerato (2018-2021)
Toyota Rav4 2.0A Premium,150000,19750,53620,1987,127,14-Dec-20,6.72,1,30048,34068,All vehicles have gone through a rigorous 160 point inspection to ensure full transparency of the condition of the vehicle. Enquire to find out more!,Toyota RAV4 (2019-2022)
Honda Civic 1.6A VTi,37800,13810,103000,1598,92,25-Feb-16,0.92,2,21669,22337,"Factory fitted Honda infotainment system, Bluetooth connectivity, leather seats,",Honda Civic (2012-2016)
BMW 2 Series 216i Gran Tourer,98000,15610,83308,1499,80,20-Mar-19,4.99,3,34323,40053,All vehicles have gone through a rigorous 160 point inspection to ensure full transparency of the condition of the vehicle. Enquire to find out more!,BMW 2 Series Gran Tourer (2018-2022)
Lexus UX Hybrid UX250h Luxury,157800,20140,35318,1987,135,4-Feb-21,6.87,2,44062,38687,"Keyless entry/start, advance safety features, ventilated front seats, 360 camera, CarPlay/Android Auto, auto tailgate, wireless charging, navigation.",Lexus UX 250h Hybrid (2019-2024)
Audi A4 Mild Hybrid 2.0A TFSI S-tronic,159800,19200,33000,1984,110,30-Jul-21,7.35,1,32240,37136,"Full digital speedometer, driver and passenger powered seats with lumbar, rear aircon with temperature control, Android/Apple CarPlay, auto wipers.",Audi A4 Sedan (2016-2020)
Subaru XV 1.6A ,65800,13150,93258,1600,84,26-Sep-14,5,2,17126,12126,"Reverse camera, multi steering controls, Bluetooth, knock down rear seats, sports rims.",Subaru XV (2011-2017)
Nissan Qashqai 1.2A DIG-T,61500,14310,78000,1197,85,28-Dec-17,3.76,1,20143,15201,Sports rims. Reverse camera. Parking sensors. Premium leather seats. Multi zone aircon. Bluetooth. Electric park brake. Auto headlights.,Nissan Qashqai (2014-2020)
Volkswagen Golf 1.4A TSI Comfortline R-Line,108800,14960,68500,1395,92,29-Oct-20,6.6,3,19973,19973,Remus exhaust with cert. Beautiful iridescent white wrap in pristine condition. Apple CarPlay/Audio system.,Volkswagen Golf (2012-2021)
Honda Civic 1.6A VTi,115688,14700,39000,1597,92,27-May-21,7.18,2,20166,20233,"Full Type R bodykit, sports rims, factory fitted audio system, multifunction steering wheel, reverse camera/sensors, retractable side mirrors,",Honda Civic (2016-2021)
Mitsubishi Lancer 1.6A GLX ,49800,10720,133545,1584,79,12-Nov-08,4.64,2,12678,6133,"Black leather seats, 17"" sports rims, audio player, solar film.",Mitsubishi Lancer (2006-2008)
Mercedes-Benz C-Class C180 Avantgarde,88000,20940,112373,1595,115,16-May-17,3.06,2,37239,44135,All vehicles have gone through a rigorous 160 point inspection to ensure full transparency of the condition of the vehicle. Enquire to find out more!,Mercedes-Benz C-Class Saloon (2014-2018)
Mazda 3 1.5A Sunroof,38700,12930,127359,1496,88,11-Oct-16,2.55,3,16359,11359,"Leather Seats, Sports Rims, Knockdown Rear Seats, Factory Fitted Audio, Reverse Sensors, Auto Side Mirrors, Steering Controls.",Mazda 3 Sedan (2014-2019)
Toyota Wish 1.8A ,92500,13010,113500,1798,106,20-Jul-11,7.02,2,21503,21503,"Keyless entry/start, sports rims, touchscreen DVD player with navigation, Bluetooth, reverse cam/sensor. Leather seat, in car recorder.",Toyota Wish (2009-2018)
Mercedes-Benz C-Class C180 Avantgarde,33800,36100,130000,1595,115,16-Oct-14,0.56,4,31898,26658,"Excellent condition, COE expiry 15/10/24,new condition, good for coe renewal, no repairs needed, view to appreciate car condition at Tampines.",Mercedes-Benz C-Class Saloon (2014-2018)
Nissan Note 1.2A,50800,14190,22708,1198,58,17-Aug-17,3.4,1,13801,5000,"Leather upholstery, sports rims, auto headlight, start/stop, factory audio system, USB/ipod/Bluetooth, reverse camera & sensors, solar film, fog light",Nissan Note (2013-2020)
Nissan Sylphy 1.6A,52000,13720,65245,1598,85,30-May-17,3.19,1,16547,16547,"1 owner. Low mileage. Full agent service. Best deals with full transparency on pricing, zero admin fees and no hidden costs. Absolute peace of mind with our 12 months engine and gearbox warranty, plus 2 free servicing's. Plus, every vehicle undergoes a rigorous inspection process ensuring no major accidents or mileage tampering. Get in touch with us now to learn more.",Nissan Sylphy (2013-2016)
Nissan Note 1.2A,68800,12400,60954,1198,58,26-Jul-19,5.34,1,13467,5000,"Sports rims, audio system, USB, Bluetooth connectivity, leather seats, window visor, dashcam.",Nissan Note (2013-2020)
Honda Shuttle Hybrid 1.5A ,57800,15720,59404,1496,101,28-Sep-17,3.51,1,20253,5000,"1.5L inline 4 cylinder DOHC 16valves Earth Dreams I-VTEC petrol electric engine,7 speed CVT auto 135bhp,ABS,keyless entry/start/stop. View specs of the Honda Shuttle Hybrid (2015)",OPC Schemes
Jeep Renegade Limited 1.4A,91800,15350,21006,1368,103,22-Apr-19,5.08,1,25316,27443,"Multi function steering wheel, factory fitted infotainment system/BT/reverse camera/sensors, cruise control. Blind spot assist, electric park brake.",Jeep Renegade (2017-2021)
Ford Focus Titanium 1.0A GTDI 5DR,64300,13790,53473,999,92,2-Mar-18,3.94,2,19804,19804,Leather seats. Factory fitted audio touch screen with Bluetooth. Front and rear camera.,Ford Focus Hatchback (2015-2019)
Mazda 5 2.0A Sunroof,34800,14720,101200,1998,111,22-Dec-15,0.75,3,18062,18062,"BBS sports rims, android player, bluetooth, reverse camera/sensors, dual sliding door, knock down seats, multi function steering.",Mazda 5 (2012-2018)
Toyota Harrier 2.0A Premium Panoramic Roof,76800,18740,119000,1986,111,11-May-17,3.05,2,35096,36135,"18"" alloy rims, electrical retractable side mirrors, digital multi zone aircon with rear aircon, driver's electric seat, multi function steering.",Toyota Harrier (2014-2021)
BMW 1 Series 118i 5DR Highline,128800,16360,45000,1499,103,30-Nov-20,6.69,1,33311,38636,"Latest drive 7 with GPS, Bluetooth, cruise control, auto rain and light sensors, PDC with rear camera, driving/parking assistance and 17"" sports rims.",BMW 1 Series Hatchback (2019)
Mazda 5 2.0A Sunroof,54888,15290,79000,1998,111,3-Mar-17,2.94,1,19727,19727,"S/rims, premium leather seats, Pioneer touchscreen DVD audio systems with BT/rev.cam, multi function steering ctrl, rear aircon, UV film, dashcam.",Mazda 5 (2012-2018)
Kia Cerato K3 1.6A,56900,13800,81500,1591,95,20-Nov-17,3.66,2,12717,12717,"Android player, reverse camera/sensors, sports rims, leather seats, auto retractable side mirrors.",Kia Cerato K3 (2013-2018)
Honda Civic Type-R 2.0M ,105500,22260,145000,1998,165,17-Dec-08,4.73,6,31550,31550,"Advan wheels, high flow air intake, Toda approved exhausts, Adjustable Coilovers, FD2R original aero and many more!",Honda Civic
Volkswagen Scirocco 1.4A TSI ,23800,14060,134000,1390,118,7-Dec-10,0.69,5,24809,24809,"DVD player with Bluetooth, electric seats, leather seats, fog lights, sports rims, Lufi meter.",Volkswagen Scirocco
